partner_iso,partner_name,agreement,year,hs2,hs2_description,hs_section,hs_section_description,agri_flag,total_exports,total_exports_excl_special_processing,mfn_zero_exports,mfn_non_zero_exports,fta_zero_exports,fta_non_zero_exports,special_processing_exports,unknown_exports,pref_eligible_exports,pref_usage_exports,pur_percent,tariff_free_percent
CH,Switzerland,Switzerland,2021,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,1392771,1377999,1268644,98878,10476,0,14772,0,109354,10476,9.6,92.8
CH,Switzerland,Switzerland,2021,52,Cotton,11,Textiles & textile articles,Non-AGRI,449307,445225,427564,16982,679,0,4082,0,17661,679,3.8,96.2
CH,Switzerland,Switzerland,2021,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,519657,519617,519617,0,0,0,40,0,0,0,NA,100
CH,Switzerland,Switzerland,2021,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,3011205,3003690,2980359,23326,5,0,7515,0,23331,5,0,99.2
CH,Switzerland,Switzerland,2021,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,895477,883810,880709,3101,0,0,11667,0,3101,0,0,99.6
CH,Switzerland,Switzerland,2021,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,1235180,1234970,0,858589,376380,0,210,0,1234970,376380,30.5,30.5
CH,Switzerland,Switzerland,2021,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,3468426,3464831,0,1290383,2174448,0,3595,0,3464831,2174448,62.8,62.8
CH,Switzerland,Switzerland,2021,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,3048741,3039145,38689,634019,2366438,0,9596,0,3000456,2366438,78.9,79.1
CH,Switzerland,Switzerland,2021,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,2615335,2597972,97515,1508810,991647,0,17363,0,2500457,991647,39.7,41.9
CH,Switzerland,Switzerland,2021,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,272801,272387,272387,0,0,0,414,0,0,0,NA,100
CH,Switzerland,Switzerland,2021,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,29895831,29601308,0,27606196,1995112,0,294523,0,29601308,1995112,6.7,6.7
